short_term_jsd,long_term_jsd,seasonal_strength1,trend_strength1,ADF:p-value,file_name,mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,stability,unitroot_kpss,unitroot_pp,firstmin_ac,firstzero_ac,trev_num,walker_propcross,std1st_der,histogram_mode,arch_acf,garch_acf,arch_r2,garch_r2,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,lambdas,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
0.07216807689459698,0.10533375854935041,0.6430124813986693,0.035343747328416275,1.0359617536162726e-12,0,989.9892325793229,84.77160033713841,2.5443002816320357,7756.0,0.4390066695045427,7750.0,0.028888487696279684,7743.0,0.999885109636946,9.968136292703601,0.6120482673209426,2.032730027109863,-0.31564161624240145,0.12922157536778744,0.9998470749306096,179.0,0.47422796033503994,832.0,0.9998999857167942,0.2765443850088285,0.9999541773187628,1.748957767818226e-06,1.8675778437197992e-05,1.1559604769281324,0.469864940859911,0.2757664143637095,0.9995020464036165,6.155271448572512,-30.152819341071716,1629.0,1450.0,4.813055368589727e-07,0.03837176202675776,0.01090430583720601,0.5,0.13310838679399464,0.0030552789886633706,0.07141376521175731,0.0030238302783607666,0.0,1.0,0.39384831184675617,3.3415763273187937e-10,-38.53189383079011,0.6615911039698383,0.9998891580281221,9.956210623039775,1.9999242481629698,-0.23506000412797023,0.11515696910741058,502.4096710296728,1629.0,1.0692880708678434,4.813055368589841e-07,0.005977796754910333,2770.0,0.009773662551440328,9000.0,4.418819689646379,40.0,0.06413793103448276,0.5059681949294064,0.3131736754212844,0.9998927712632683,84.0,1.137795219517427,0.52,0.5,0.0019174759848571777,0.018748826182445763
0.06983500273220714,0.06305168039856868,0.8732071073848474,0.9744844689750037,2.1485277355859802e-13,1,10.818240663427964,55.78103963548546,28.057916310943995,22261.0,1.1925817255243853,22253.0,0.32666498045386666,22248.0,0.999392795428732,9.79481189718172,0.5478818992808164,1.0250518879999748,-0.23727233443160306,0.1210509210343477,0.9974381601350447,428.0,0.5736427741132728,701.0,0.9998998907078167,0.4531806062712715,0.9999541773187628,0.00011891589901554918,0.000834191082380988,1.3092331658653107,0.35373350964798567,0.2547834772260102,0.9952765506822034,46.74909267776672,-199.70373931818412,74.0,10289.0,-1.1724824082440476e-05,0.04000379542651106,0.03395989910502653,-0.25,0.11916377668884305,0.001306684474362316,0.06659861010497434,0.0012720109930674137,0.0,1.0,0.6707620839725417,7.889991289165196e-11,34.19823828528867,-160.51881601747408,0.9982470565000292,9.396897266587434,1.000000151343072,-0.6542316517029727,-0.9303182709946856,3815.4115302744544,74.0,1.126502954392347,-1.1724824082439984e-05,0.17107884998576714,2863.0,0.08000000000000002,141.0,1.707896481966221,40.0,0.0031101176013218,0.15192804007894334,-0.5035581448307271,0.9995104603041737,72.0,1.1736521066831422,0.3,0.18,0.00019174759848571778,0.05617822337439563
0.07148992921369707,0.06431226860840819,0.8693065631109265,0.9741990802446964,1.8799618641198949e-13,2,284.79693752846515,58.018610399057664,27.855734524039008,22261.0,1.1885264713524646,22253.0,0.327201352242074,22248.0,0.9994031730073195,9.79767760772994,0.5512094346429361,1.0411066038958574,-0.23607552292916878,0.12049722054603128,0.9975609740519038,416.0,0.5728350858992385,516.0,0.9998999465402822,0.48800712299390747,0.9999541773187628,0.00011571528055704796,0.0008268071190515043,1.3104622031993682,0.3575572590697708,0.2531533391836161,0.9953888506888656,46.50026882239401,-197.23887102106454,75.0,10288.0,-1.219039865604333e-05,0.039092893063858054,0.033601852791024324,-0.25,0.11938511911463229,0.00141911389051417,0.0670081730484419,0.0013817882926893995,0.0,1.0,0.6590392155031126,8.216296105373507e-11,37.21383402757727,-157.84280504332847,0.9983413247049523,9.425688422011124,-0.9999242481629698,-0.7516005522386036,-1.0334702455992293,3664.1351829348646,75.0,1.1135288257140759,-1.2190398656043595e-05,0.16434196792864597,2862.0,0.08000000000000002,141.0,1.7294782464118568,40.0,0.003110419906687403,0.15739335053894044,-0.5086628966145438,0.9995202063741638,72.0,1.173671265326461,0.3,0.18,0.00019174759848571778,0.05567303201805381
0.07822910314612012,0.08478826286884186,0.5308541325457751,0.7868182168936693,1.1393971043149404e-08,3,5.409104865644451,35.482539980577144,15.699930226548588,12883.0,1.2362503553431536,14180.0,0.3453465659459821,14183.0,0.9993867003422668,9.883514393448007,0.270215707072754,0.10453561460770766,-0.3681123022992965,0.15585539098428938,0.9966429493465163,428.0,0.4705921020396336,481.0,0.9998999808713778,0.21045936278264987,0.9999541773187628,8.361002132880823e-05,0.0010484253969005345,1.0731541554225845,0.08071562379171465,0.33415367691776743,0.9970471414927464,66.92380432042332,-73.05649592341223,558.0,12079.0,-1.4018310338029507e-05,0.0780529461998292,0.034389419944062076,-0.75,0.1533180311295798,0.001027364480242477,0.07606861889144349,0.0010659886623137513,0.0,1.0,0.7078218043997242,5.98141134928503e-11,77.24955440016906,-128.76250096259216,0.9979747025300356,9.613687276714849,1.000000151343072,-0.34651688941044356,-0.6345108444065302,6812.320789034737,558.0,1.1472447828571721,-1.4018310338029794e-05,0.14445393301072207,5429.0,0.0625,867.0,1.9868267935022283,40.0,0.0011590363440682175,0.21639213602550478,-0.5396235008349779,0.9993931147018174,43.0,1.1749278284492641,0.38,0.28,0.00019174759848571778,0.04969028923884469
0.11499832903196117,0.09207473240808266,0.8079256726500512,0.8724424353863396,8.042519204906962e-30,4,72.48713336875664,369.80288047379605,98.43010708676037,14184.0,2.8102584885729813,14176.0,1.6628784030710306,14172.0,0.9975558343295173,9.336407736106457,0.47042191048289717,0.4332914518195438,-0.24642189149470983,0.11455837365984455,0.991913302818139,970.0,0.6584055678197073,379.0,0.999899934653313,0.45811290136799676,0.9999541773187628,0.0020496158415918312,0.0005631732206686647,1.2356082916587343,0.24352119624478444,0.24239532162367067,0.9831839582058375,31.647546251597998,-554.2320847401053,75.0,639.0,0.0002063389879237433,0.050744852452794385,0.06981311932801079,0.75,0.13126895202252498,0.00046565039688216804,0.07190336697359123,0.00046268406792342436,0.0,1.0,0.31148372596702356,2.3629454160731143e-10,59.54355355621834,85.85431599174369,0.9964604401036795,9.048565925791625,0.8932181866786256,1.0207281201939131,1.2257175536337312,47.89264792227806,75.0,1.1179488817708076,0.00020633898792374016,0.38288262643514565,855.0,0.0045112036486218525,141.0,0.9360630912116902,40.0,0.048513302034428794,0.4808049946865036,-0.15571390617883707,0.9978293951446169,41.0,1.2554037983871331,0.32,0.26,0.012271846303085938,0.11096810462284948
0.07991326886908566,0.06828321394372999,0.872997670293479,0.9645842396227181,6.305834826628229e-16,5,14.487045696068012,58.26208057830845,104.01600464075746,23726.0,1.9980452812370497,23718.0,0.946536056601656,23723.0,0.9992036121458261,9.740452076988046,0.509761922426534,0.8960974699533355,-0.2613998870479913,0.12593613674280432,0.9964709260756595,428.0,0.5979312757571789,1068.0,0.9998995934142222,0.4306887411793677,0.9999541773187628,0.0004180459929894172,0.0024156209965098016,1.2870732816237416,0.3137430413775221,0.2778702246817821,0.9939554613349182,42.19135850160071,-255.15729503761276,74.0,9279.0,-6.740984579457747e-05,0.03970016130562672,0.03941692144978365,-0.75,0.17144669503107968,0.0019166723712086035,0.08623287170343248,0.001694583817368708,0.0,1.0,0.6281102657778141,2.823893883108247e-10,32.71509268185993,-146.07468257595386,0.997910899515431,9.31982431614874,-0.20588116563943323,-0.7241025226024724,-0.38412956969379897,2229.0033116748505,74.0,0.8660191127755348,-6.740984579457948e-05,0.16821330296992124,2588.0,0.08000000000000002,141.0,0.8906121763408303,40.0,0.003556417717426447,0.1670525277060877,-0.4951419462577805,0.9993547209792321,72.0,1.1736521066831422,0.3,0.18,0.00019174759848571778,0.06411498503950248
0.10467714118112852,0.0913322231364648,0.5133867775514238,0.7692971108789246,7.394846211169494e-08,6,9.676828222255958,16.18858694504351,28.748265458534277,38399.0,1.139056813446535,38390.0,0.3911768223809591,14183.0,0.999256632560371,9.867817371282223,0.252037640997057,0.0804423745008891,-0.36439286296472867,0.15599553846642214,0.9951939131357632,426.0,0.4737791233733933,694.0,0.9998997436457034,0.205858363177217,0.9999541773187628,0.00014297643762368914,0.003142980116449099,1.0637032748496804,0.06928731632322231,0.3400475268521982,0.9965637908660359,60.601530795471724,-79.26925662649347,556.0,11632.0,2.618526366074153e-06,0.0781288547300503,0.03806919716662305,-0.75,0.2090466434612485,0.0011234988818685616,0.09641286620389983,0.0011624825771878917,0.0,1.0,0.7077620080570766,7.098002114919872e-11,69.24015603456972,-129.14645077874025,0.9975193306716382,9.559819956209482,-0.01781660686108211,-0.24004652349544697,-0.5143099303552057,5352.277364689346,556.0,1.1564057882436243,2.6185263660741723e-06,0.13767909668849038,4423.0,0.0625,721.0,1.1776491051688047,40.0,0.001203576341127923,0.21711325337786547,-0.5389782905723395,0.9992490328903049,41.0,1.174751427694291,0.36,0.28,0.00019174759848571778,0.05432681445105187
0.11623760894026283,0.10028575037422638,0.8441132697393553,0.8801561928525677,1.6601746935077063e-29,7,4.810131129497495,30.68406059007297,334.5110987456115,22261.0,3.1023666320817807,32348.0,2.1035706372503737,32342.0,0.9980178695804749,9.40849994079465,0.4882462494321226,0.6334073345857807,-0.2521959540605009,0.12125029967646564,0.9948700533040693,956.0,0.6567937802522316,4463.0,0.9966351525703918,0.44953349547614446,0.9999541773187628,0.0028188541823085823,0.00032643722830526527,1.2641293630745596,0.276069624486857,0.26229433671379876,0.985454401500481,18.539167460126027,-550.2609420922948,73.0,501.0,-0.0004039207894442936,0.04877123066704621,0.06282474483811706,-0.5,0.19178004612170096,0.0006884940281581043,0.09754085924668161,0.0006043899539828713,0.0,1.0,0.3362129692615978,1.0765203804616586e-09,-5.046005063975762,-107.27179299675893,0.997027236180257,9.120994126670967,0.5311036964875341,-0.10834022641993568,-0.48835080311660634,44.751434854219795,73.0,0.5227626880936436,-0.0004039207894443171,0.25846854540278963,398.0,0.0038699924414210126,141.0,0.6271181521822481,40.0,0.06387225548902195,0.1408645817519356,0.26385304387429787,0.9983413049238086,64.0,1.2462106566248465,0.3,0.22,0.015627429276586,0.10091261855266503
0.14917726765933736,0.09859788501797263,0.5137394259896542,0.7669533520104378,6.582382732124233e-08,8,6.111158531956884,6.561466328335213,29.24902728506671,38399.0,1.148529662937038,38390.0,0.3781336346110035,14183.0,0.999258556175058,9.868367477108798,0.2508962672646099,0.07980478330876328,-0.3652610317496709,0.15635667331987654,0.9951859123225957,394.0,0.47369736263986356,696.0,0.9998999852426329,0.20374675142996052,0.9999541773187628,0.00014183401879688305,0.0032146841943755944,1.0630631254043144,0.06868629256655075,0.34076681795868563,0.9965835705939918,60.37447713386607,-79.02428862317078,557.0,11607.0,3.1132435552534892e-06,0.07884998576715058,0.038017016140757,-0.75,0.20974767861874344,0.0009666117513729727,0.0965793614035712,0.0009874189962590936,0.0,1.0,0.7053707983773951,7.247016923195966e-11,69.33472337528153,-128.70087953833456,0.9975460448719622,9.565161205659514,-0.01656122569307707,-0.22687893025882766,-0.5021044273256574,5341.873265991226,557.0,1.149744145935094,3.113243555253481e-06,0.13743239396527185,4416.0,0.0625,721.0,1.1781522666524864,40.0,0.0012061686913069699,0.2171512069227266,-0.539376802793381,0.9992509183216572,29.0,1.1719537798104152,0.36,0.28,0.00019174759848571778,0.05422398570704637
0.10279628258420778,0.09172486779037148,0.5139087044857955,0.7673959005764255,6.649583253955395e-08,9,9.782340784879308,16.668307349163776,29.423901733053814,38399.0,1.1453250316707206,38390.0,0.3788632376763622,14183.0,0.9992623216212707,9.868658402817536,0.25270809810154987,0.08095492665901605,-0.3643071945829575,0.15578695060752887,0.9952215504004244,390.0,0.47356779256054987,681.0,0.999247855336419,0.20141393994621304,0.9999541773187628,0.00014061202942946576,0.003165810612968013,1.0639188590081834,0.06960694381997787,0.3395400116501256,0.9965923445200925,60.46545212989131,-78.89279438608828,557.0,11608.0,2.544619687083285e-06,0.07793908340449758,0.03791683805407043,-0.75,0.21013589633011773,0.0008910554768163413,0.09658407065316331,0.0009157694309706205,0.0,1.0,0.7056255153315882,7.192242910051334e-11,69.42530494890174,-128.74649978652963,0.9975568408331397,9.56577380827869,-0.0139792890007783,-0.23522291271525475,-0.5100421354557473,5343.811441033129,557.0,1.150915078073922,2.5446196870833312e-06,0.13967169560679382,4416.0,0.0625,722.0,1.1876545058424943,40.0,0.001206064782908339,0.21717967208137245,-0.539310384089874,0.9992545974092916,29.0,1.1721256974721903,0.36,0.28,0.00019174759848571778,0.05413163592248355
